,Magid,Patent,Paper Title,1. Assignee-Affiliation overlap,2. Patenting with different org name (if found),3. Author-inventor name overlap,4. Temporal overlap w/ application year,"5. (If no overlap with application year)
Temporal overlap w/ priority application year",6. Content overlap,"Patent-paper pair
(Confidence level 0 to 5)",Note,Incomplete paper title (1/0),No patent ID in Google (1/0),Document type (only if it is not an research article),"Coverage
(2- full, 1- partial, 0- not a PPP)"
717,2023039187,US-7767787,tumor specific apoptosis induced by the human monoclonal antibody sc 1 a new therapeutical approach for stomach cancer,0,0,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about monoclonal antibody SC-1 and how that treats cancer.
3) Similar titles and abstracts.",0,0,,2
718,2023095038,US-8518194,magnetocaloric properties of hbox la hbox fe hbox co hbox si _ 13 bulk material prepared by powder metallurgy,1,,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about how to make magnetic articles. The paper was about one of the formulas in the patent. Therefore, it is deemed as a partial ppp.",0,0,,1
719,2023096047,US-7655433,mass spectrometry based proteomics,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about proteome using spectrometry.
3) Similar titles and abstracts.",0,0,,2
720,2023209608,US-7601824,recurrent structural rna motifs isostericity matrices and sequence alignments,1,,2,1,,0,1,"1) All the informatin matched.
2) The paper was about DNA motifs while the patent was about TectoDNA. No strong link could be found.",0,0,,0
721,2023602286,US-4864037,asymmetric photocycloadditions with optically pure spirocyclic enones simple synthesis of and grandisol,0,0,1,1,,0,0,"1) Other information matched.
2) The patent was about dioxenones while the paper was about spirocyclic enones. No clear link could be found.",0,0,,0
722,2023640971,US-8399240,monolayer adsorption of a bald mutant of the highly adhesive and hydrophobic bacterium acinetobacter sp strain tol 5 to a hydrocarbon surface,1,,2,1,,0,1,"1) All the informatioon matched.
2) The paper was about increasing the adhesiveness of bacteria using solvents while the patent was about DNA sequence that encodes adhesiveness. No clear link could be found.",0,0,,0
723,2023809822,US-6272038,ground and excited state electronic properties of halogenated tetraarylporphyrins tuning the building blocks for porphyrin based photonic devices,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about how to render the chemical properties of porphyrin, and the paper built a optical memory device using porphyrin. No clear link could be found.",0,0,,1
724,2023862524,US-5760201,heterodimeric dna binding dyes designed for energy transfer stability and applications of the dna complexes,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about heterodimeric DNA-binding fluorescent dyes.
3) Similar titles and abstracts.",0,0,,2
725,2024469616,US-7061605,high throughput surveys of crystal form diversity of highly polymorphic pharmaceutical compounds,1,,3,1,,1,3,"1) All the information matched.
2) The paper was about high throughput surveys for crystals, one of the many kinds patented. Therefore, it is deemed as a partial ppp.",0,0,,1
726,2024550201,CN-101979398-A,radiosynthesis of 2 deoxy 2 18f fluorothymidine 18f ft a putative pet agent for imaging hsv tk expression,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
727,2024575266,US-9691168,gpu based fast cone beam ct reconstruction from undersampled and noisy projection data via total variation,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about using cone beam CT for image reconstruction. 
3) Similar titles and abstracts.",0,0,,2
728,2025204726,US-8815582,antidepressant effect of optogenetic stimulation of the medial prefrontal cortex,1,,1,1,,1,2,"1) All the information matched.
2) The paper was about the antidepressant effect of optogenetic stimulation of medial prefrontal cortex while the patent was about light-activated ion channel protein. No strong link could be found.",0,0,,0
729,2025511708,US-5116742,rna as an rna polymerase net elongation of an rna primer catalyzed by the tetrahymena ribozyme,1,,1,1,,1,1,"1) The assigneee is a company that manages patents for the affiliation.
2) All the information matched.
3) The paper was about RNA net elongation while the patent was about RNA ribozyme restriction endoribonucleases. No strong link could be found.",0,0,,0
730,2025515778,US-8173686,210 poster preliminary results of a phase ii study of picoplatin in combination with 5 fluorouracil and leucovorin folpi as a potential neuropathy sparing first line therapy for colorectal cancer crc,,,,,,,,No affiliation information and abstract can be found on the paper website.,,,,
731,2025583382,EP-3196645-A1,the potential and challenges of nanopore sequencing,1,,3,1,,1,0,"1) All the information matched.
2) The paper was a scientific editorial. No tech was developed.",0,0,,0
732,2025648913,CN-102129556-B,an accurate and easy method towards iris localization,1,,6,1,,1,2,"1) All the information matched.
2) The paper was about iris localization while the patent was about iris resolution judging method. No strong link could be found.",0,0,,0
733,2026036946,US-5824544,adenovirus mediated gene transfer for cystic fibrosis part a safety of dose and repeat administration in the nasal epithelium part b clinical efficacy in the maxillary sinus howard hughes medical institute iowa city iowa,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about adenovirus vector gene therapy for cystic fibrosis while the patent was about adenovirus vector as a general. Therefore, it is deemed as  a partiall ppp.
3) full ppp source: WO1994012649A2",0,0,,1
734,2026190929,US-7192593,mutations in the c d and v open reading frames of human parainfluenza virus type 3 attenuate replication in rodents and primates,1,,3,1,,1,3,"1) All the information matched.
2) The paper was about how mutations in the open reading frames could reduce the duplication of parainfluenza virus. The paper partially used this to make a vaccine. Therefore, it is deemed as a partial ppp.",0,0,,1
735,2026237709,US-6566130,coactivator and corepressor complexes in nuclear receptor function,,,,,,0,0,"Litter information can be found to determine the author inventor overlap. But even if does exists, it is not a ppp.",,,,
736,2026309357,US-8958292,virtualizing the network forwarding plane,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about network plane virtualization while the patent was about network control. No clear link could be found.",0,0,,0
737,2026347734,US-10215876,resolving the mixed salinity challenges with a methodology developed from pulsed neutron capture gamma ray spectral measurements,1,,1,1,,1,1,"1) All the information matched.
2) Altough Both the paper and the patent were about salinity detection, the paper used a method called pulsed-neutron that was never used in the patet. Such link is not strong enough to be deemed as a partial ppp.",0,0,,0
738,2026450647,US-5866323,mismatch repair gene defects in sporadic colorectal cancers with microsatellite instability,1,,3,1,,1,1,"1) All the information matched.
2) ALthough Both the paper and the patent were about cancer diagnosis, the paper was about mismatch repair genes while the patent was about ransforming growth factors. No strong link could be found.",0,0,,0
739,2026519348,US-7699966,enhanced sensitivity electrochemical assay of low molecular weight heparins using rotating polyion sensitive membrane electrodes,0,0,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about protamine ion sensitive electrodes for heparin detection. The paper also developed a fully automated system for this. Therefore, it is deemed as a partial ppp.",0,0,,1
740,2026592619,US-11060115,high throughput functional genomics using crispr cas9,1,,1,1,,1,1,"1) All the information matched.
2) The paper was a literature review. No tech was developed.",0,0,,0
741,2026786633,CN-101949885-A,determination of spectinomycin in human urine using ce coupled with electrogenerated chemiluminescence,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about capillary electrophoresis with electrogenerated chemiluminescence for the detection of spectinomycin.
3) Similar titles and abstracts.",0,0,,2
742,2026810268,US-7608976,field activated electroactive polymers,1,,1,1,,1,2,"1) All the information matched.
2) The paper was about a general introduction of FEAP while the patent was about a material called VDF-CTFE.",0,0,,0
743,2027038263,US-6765380,a new nmr method of fluid characterization in reservoir rocks experimental confirmation and simulation results,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent covered a fluid characterization method called magnetic resonance fluid.
3) Similar titles and abstracts.",0,0,,2
744,2027046594,US-9929087,electromigration failure of circuit like interconnects short length failure time distributions with active sinks and reservoirs,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about electromigration failure of circuit while the patent was about increasing integrated circuit density.",0,0,,0
745,2027090677,US-5566014,a precompetitive consortium on wide band all optical networks,1,,2,1,,0,0,"1) All the information matched.
2) The paper was some manifesto of a tech consortium. No tech was developed.",0,0,,0
746,2027515313,US-8354690,12 kv 4h sic p igbts with record low specific on resistance,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about an insulated gare bipolar transistor while the patent was about a semiconductor bistable switching device. No clear link could be found.",0,0,,0
747,2027515313,US-8415671,12 kv 4h sic p igbts with record low specific on resistance,1,,2,1,,0,1,"1) All the information matched.
2) The paper was about a IGBT while the patent was about a MOSFET, two different kinds of transistors. No strong link could be found.",0,0,,0
748,2027638196,US-6850060,categories of coherence pathways for the cpmg sequence,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about CPMG coherence and one part of the patent was this. Therefore, it is deemed as a partial ppp.",0,0,,1
749,2027639785,US-10176301,development and field testing of a novel patient reported outcome measure of dysphagia in patients with eosinophilic esophagitis,1,,1,1,,1,4,"1) All the information matched.
2) The paper was about eosinophilic esophagitis measure method, and the patent developed a software for this. The UI was not the hard part, so this is still a ppp.",0,0,,2
750,2027669322,US-9896699,human oocytes reprogram adult somatic nuclei of a type 1 diabetic to diploid pluripotent stem cells,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about somatic cell nuclear transfer methods.
3) Similar titles and abstracts.",0,0,,2
751,2027741125,US-8396744,prefrontal cortex and basal ganglia contributions to visual working memory,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about the effect of prefrontal cortex on the storage of virtual working memory, while the patent was about effective virtual reality environment for promotion material. No strong link could be found.",0,0,,0
752,2027741125,US-8548852,prefrontal cortex and basal ganglia contributions to visual working memory,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about the effect of prefrontal cortex on the storage of virtual working memory, while the patent was about effective virtual reality environment for promotion material. No strong link could be found.",0,0,,0
753,2027750704,US-8993246,streptavidin coated spot surfaces for sensitive immunoassays using fluorescence surface readout,0,0,1,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about immunoassays, the paper used streptavidin while the patent used lanthanide. No strong link could be found.",0,0,,0
754,2027782836,US-5277747,optical control of growth of alxga1 xas by organometallic molecular beam epitaxy,1,,2,1,,1,2,"1) All the information matched.
2) The patent was about an inmprovement and extraction of the technology in the paper. No strong link was strong enough to be a partial ppp.
3) Possible ppp patent: US5091320.",0,0,,0
755,2027934846,US-10827412,smart mobility management for d2d communications in 5g networks,1,,4,1,,2,4,"1) All the information matched.
2) Both the paper and the patent were about providing solutions for ultrareliability among device-to-device communications.",0,0,,2
756,2028254009,CN-101928469-A,organic dyes containing furan moiety for high performance dye sensitized solar cells,0,0,4,1,,3,5,"1) Other information matched.
2) Both the paper and the patent were about organic dye and dye-sensitized solar cells.
3) Similar titles and abstracts.",0,0,,2
757,2028258918,US-10141261,high aspect ratio free form patterning of carbon nanotube forests using micro electro discharge machining,0,0,2,1,,1,3,"1) Other information matched.
2) The paper developed a nanotube forest while the patent used this to make a nanostructure device. Therefore, this is deemed as a partial ppp.",0,0,,1
758,2028510360,US-5049250,aquatech membrane technology for recovery of acid base values for salt streams,1,,2,1,,1,3,"1) All the information matched.
2) The paper developed a bipolar membrane, and the patent used this to make a purification device. Therefore, it is deemed as a partial ppp.",0,0,,1
759,2028542686,US-6261811,bioreactor for continuous synthesis of compactin by penicillium cyclopium,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about how to make compactin from Penicillium cyclopium.
3) Similar titles and abstracts.",0,0,,2
760,2028599948,CN-102600777-A,entrapment of nanoscale zero valent iron in chitosan beads for hexavalent chromium removal from wastewater,0,1,1,1,,3,5,"1) The assignee is where he worked while the affiliation is where he got his phd.
2) Both the paper and the patent were about nano iron balls and how they could be used in waste water disposal.
3) Similar titles and abstracts.",0,0,,2
761,2028665791,US-3962716,x ray determination of stresses in thin films and substrates by automatic bragg angle control,1,,1,1,,1,2,"1) All the information matched.
2) The paper was about how to use X-ray to detect stress while the patent was about how to reduce dislocations and stress. No strong link could be found.",0,0,,0
762,2028669354,US-5625122,profound block in thymocyte development in mice lacking p56lck,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about mice without lck genes.
3) Similar titles and abstracts.",0,0,,2
763,2029441635,US-4073676,optically pumped gaas surface laser with corrugation feedback,0,1,1,1,,3,5,"1) The affiliation was where he was a visiting scholar, while the assignee is where he worked.
2) Other information matched.
3) Both the paper and the patent were about lasers with corrugation feedback.
4) Similar titles and abstracts.",0,0,,2
764,2029551309,US-9777299,artificial leaf device for solar fuel production,0,1,1,1,,0,0,"1) The assignee is a company that the author started.
2) Other information matched.
3) The paper was about artificial leaves while the patent was about oxidoreductase control enzymes. No clear link could be found.",0,0,,0
765,2029554591,US-7061175,external coupling efficiency in planar organic light emitting devices,0,1,1,1,,0,1,"1) The affiliation is where he got his PhD while the assignee was where he worked.
2) The paper was about the external coupling effiency of the flat organic light emitting device while the patent was about LEDs. No clear link could be found.",0,0,,0
766,2029670761,US-6799682,hydrophobic forces in thin water films stabilized by dodecylammonium chloride,0,0,2,1,,0,0,"1) The patent was owned individually.
2) The paper was about how to stablize hydrophobic forces while the patent was about how to seperate hydrophobic and hydrophilic particles. No link could be found.",0,0,,0
767,2029896452,US-10392344,highly efficient production of 18f fallypride using small amounts of base concentration,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
768,2030035020,US-4504297,comment oh reduction in preforms by isotope exchange,,,,,,,,This is a scientific comment. No tech was developed.,,,,
769,2030460340,US-5763442,the antiproliferative riminophenazine agents clofazimine and b669 promote lysophospholipid mediated inhibition of na k adenosine triphosphatase activity in cancer cell lines in vitro,,,1,1,,0,0,"1) No affiliation information can be found.
2) The paper was anti-tumor while the patent was anti-parasite. No link could be found.",0,0,,0
770,2031319595,US-8652778,characterization of the assaying methods in polymerization based amplification of surface biomarkers,1,,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about using photopolymerization for amplification for detection of a Molecular Recognition Event.
3) Similar titles and abstracts.",0,0,,2
771,2031476644,US-5849904,molecular analysis of the biosynthesis pathway of the alpha 2 8 polysialic acid capsule by neisseria meningitidis serogroup b,0,0,1,1,,1,3,"1) Other information matched.
2) The paper covered one of the PST-encoding genes and detection methods patented, therefore it is deemed as a partial ppp.",0,0,,1
772,2032389334,US-9034216,multi scale surface texture to improve blue response of nanoporous black silicon solar cells,1,,3,1,,1,0,"1) All the information matched.
2) The patent was about how to make black silicon substrates while the paper used this substrate to make a solar cell. No strong link could be found.",0,0,,0
773,2032501183,US-5004565,chemical and enzymatic triggering of 1 2 dioxetanes 3 alkaline phosphatase catalyzed chemiluminescence from an aryl phosphate substituted dioxetane,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about how to make 1,2-dioxetanes.
3) Similar titles and abstracts.",0,0,,2
774,2032501183,US-6133459,chemical and enzymatic triggering of 1 2 dioxetanes 3 alkaline phosphatase catalyzed chemiluminescence from an aryl phosphate substituted dioxetane,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about how to make 1,2-dioxetanes.
3) Similar titles and abstracts.",0,0,,2
775,2032601619,US-8604178,upregulation of oxidative burst and degranulation in chicken heterophils stimulated with probiotic bacteria,1,,1,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about immune enhancement in chicken, the paper used chicken heterophils while the patent used Salmonella enteritidis 13A strains. No strong link could be found.",0,0,,0
776,2032746760,US-7736623,longitudinal cerebrospinal fluid tau load increases in mild cognitive impairment,1,,4,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about cerebrospinal fluids, the paper was about its correlation with MCI while the patent was about the detection of CSF. No strong link could be found.",0,0,,0
777,2033247230,US-5408039,a highly purified factor viii c concentrate prepared from cryoprecipitate by ion exchange chromatography,1,,4,1,,1,1,"1) All the information matched.
2) The paper was about how to make FVIII while the patent was about how to make vMF. No strong link could be found.
3) Possible PPP source: EP0359593",,,,
778,2033600464,US-8372952,selective activation of fgfr4 by an fgf19 variant does not improve glucose metabolism in ob ob mice,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about FGFR4 while the patent was about FGFR1C. No strong link could be found.",0,0,,0
779,2033611188,US-5751156,one atom point contacts,,,,,,,,This one is the same as No. 487,,,,
780,2034150944,US-7109581,carbon nanotube growth by pecvd a review,1,,1,1,,1,1,"1) All the information matched.
2) The paper was a literature review. No tech was developed there.",0,0,,0
781,2034323107,US-4985406,synthesis and binding affinities of cyclic and related linear analogues of cck8 selective for central receptors,1,,4,1,,2,4,"1) All the information matched.
2) Both the paper and the patent were about CCK8 derivatives.",0,0,,2
782,2034376730,US-4508712,purification and sequence analysis of bioactive atrial peptides atriopeptins,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about arial peptins.
3) Similar titles and abstracts,",0,0,,2
783,2034527620,US-8710920,a cascade non decimation charge domain filter with noise folding reduction,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about charge domain filters.
3) Similar titles and abstracts.",0,0,,2
784,2034607622,US-10618013,hydrophilic and antimicrobial zeolite coatings for gravity independent water separation,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about a hydrophilic antimicrobial zeolite coating for water seperation.
3) Similar titles and abstracts.",0,0,,2
785,2034794400,US-8005124,inalgaas inp light emitting transistors operating near 1 55μm,1,,3,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about light emitting transistors, the paper was about adding heterostructures at a certain length while the patent was about how to increase their optical bandwidth. No strong link could be found.",0,0,,0
786,2034887586,US-4514505,increased specificity in human cardiac myosin radioimmunoassay utilizing two monoclonal antibodies in a double sandwich assay,0,0,1,1,,3,5,"1) Other information matched.
2) Both the paper and the patent was about two monocolonal antibodies composition for enhanced sensitivity immunoassays.
3) Similar titles and abstracts.",0,0,,2
787,2034913592,US-7781211,variations of clonal marrow stem cell lines established from human bone marrow in surface epitopes differentiation potential gene expression and cytokine secretion,0,0,1,1,,1,1,"1) Other information matched.
2) Although both the paper and the patent were about bone marrow stem cells, the paper was about the effect and use of bone marrow stem cells while the patent was about the seperation of stem cells. No clear link could be found.",0,0,,0
788,2034946172,US-8575579,pitfalls of tungsten multileaf collimator in proton beam therapy,1,,4,1,,1,3,"1) All the information matched.
2) The paper was about the backside of tungsten multileaf collimators while the patent was about mulileaf collimators with no tungsten ( specifically mentioned). Therefore, it is deemed as a partial ppp.",0,0,,1
789,2035495099,US-9732058,discovery of a potent and selective egfr inhibitor azd9291 of both sensitizing and t790m resistance mutations that spares the wild type form of the receptor,1,,3,1,,3,5,"1) All the information matched.
2) Both the papet and the patent were about EGFR inhibitors that could be used to treat cancer.
3) Similar titles and abstracts.",0,0,,2
790,2035508730,US-5665589,simian virus 40 large tumor antigen immortalized normal human liver epithelial cells express hepatocyte characteristics and metabolize chemical carcinogens,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
791,2035677469,US-7749694,genomic and genetic analysis of bordetella bacteriophages encoding reverse transcriptase mediated tropism switching cassettes,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
792,2035731051,CN-102160866-A,tanshinone iia modulates pulmonary vascular response to agonist and hypoxia primarily via inhibiting ca2 influx and release in normal and hypoxic pulmonary hypertension rats,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
793,2035912045,WO-2012117860-A1,dye sensitized solar cells with halide bridged mixed valence cu i cu ii coordination polymers with hexamethylenedithiocarbamate ligand,1,,3,1,,2,4,"1) All the information matched.
2) Both the paper and the patent were about dye sensitive thin film solar cells.",0,0,,2
794,2036252414,US-4852652,improving polymer injectivity at west coyote field california,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about how to increase the polymer injectivity in oil fields.
3) Similar titles and abstracts.",0,0,,2
795,2036260827,US-5114844,cloning of the mycobacterial epitope recognized by t lymphocytes in adjuvant arthritis,1,,1,1,,0,0,"1) The assignee is the commercial arm of the affiliation.
2) The paper was about adjuvant arthritis while the patent was about insulin dependent diabetes. No link could be found.",0,0,,0
796,2036362153,US-8951763,biosynthesis of 3 hydroxypropionic acid from glycerol in recombinant escherichia coli expressing lactobacillus brevis dhab and dhar gene clusters and e coli k 12 aldh,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
797,2036823799,CN-103006357-A,biomechanics study of human lower limb walking implication for design of power assisted robot,0,1,1,1,,1,3,"1) The assignee is where he worked while the affiliation is where he got his phd.
2) The paper was about biomechanics of human walking, and the patent used this tech to build a prothesis. Therefore, it is deemed as a partial ppp.",,,,
798,2036869000,US-8835481,targeting tumor associated macrophages and inhibition of mcp 1 reduce angiogenesis and tumor growth in a human melanoma xenograft,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about how MCP1 is linked with melanoma while the paper was about reducing MCP1 to reduce melanoma. Therefore, it is deemed as a partial ppp.",0,0,,1
799,2036885870,US-4708423,low loss waveguides grown on gaas using localized vapor phase epitaxy,0,0,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about optically wage guides and a optical coupling device.
3) Similar titles. ",0,0,,2
800,2036885870,US-4708423,low loss waveguides grown on gaas using localized vapor phase epitaxy,0,0,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about optically wage guides and a optical coupling device.
3) Similar titles. ",0,0,,2
801,2036922744,US-9226936,transcription factor foxp1 exerts essential cell intrinsic regulation of the quiescence of naive t cells,1,,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about Foxp1 gene. More specifically, the paper was about the effect of Foxp1 on T cells while the patent was about the Foxp1-encoding genes and its therapeutic effect on tumors. Therefore, it is deemed as a partial ppp.",0,0,,1
802,2036979194,US-10627437,real time estimation of loads in radial and unsymmetrical three phase distribution networks,1,,2,1,,1,2,"1) All the information matched.
2) The paper was about a special type of load estimation, while the patent was about a wholesome system value estimation. No link strong enough to form a partial ppp could be found.",0,0,,0
803,2037012151,US-8285031,systematic and random defects control with design based metrology,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about defects control while the patent was about pattern inspection. No clear link could be found.",0,0,,0
804,2037263690,US-8284477,nanoinsulators and nanoconnectors for optical nanocircuits,1,,2,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about optical nano deivices, the paper was about nanoinsulators and nanoconnecters, while the patent was about nano diode and rectifier. No clear link could be found.",0,0,,0
805,2037312317,US-7837812,the application of ti 15mo beta titanium alloy in high strength structural orthopaedic applications,1,,3,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about β titanium alloys. However, the paper was a broad oeverall discussion of its history and usage while the patent was about the process of making. No clear link could be found.",0,0,,0
806,2037318218,US-5925376,reciprocity between tissue calmodulin and camp levels modulation by excess zinc,0,0,2,1,,1,3,"1) Other information matched.
2) Both the paper and the patent were about treating psoriasis. The paper covered the effect between zinc level and cAMP, one of the things that was patented. Therefore, it is deemed as a partial ppp.",0,0,,1
807,2037322292,US-11130992,multiplex amplification coupled with cold pcr and high resolution melting enables identification of low abundance mutations in cancer samples with low dna content,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about multiplex amplification coupled with COLD-PCR.
3) Similar titles and abstracts.",0,0,,2
808,2037332778,US-8301482,methodological and strategy development implications of decision segmentation,0,0,1,1,,0,0,"1) Other information matched.
2) The paper was about strategy segmentation while the patent was about how to increase customer loyalty. No clear link could be found.",0,0,,0
809,2037466424,US-8809672,core shell ingaas gaas quantum well nanoneedles grown on silicon with silicon transparent emission,1,,3,1,,1,3,"1) All the information matched.
2) The paper developed quantum well nanoneedles, and the paper used these to make plasmonic photodetectors and solar cells. Therefore, it is deemed as a partial ppp.",0,0,,1
810,2037504047,US-10651490,proton transport through one atom thick crystals,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about proton transport through thin films.
3) Similar titles and asbstracts.",0,0,,2
811,2037654209,WO-2012172313-A1,ferm dependent e3 ligase recognition is a conserved mechanism for targeted degradation of lipoprotein receptors,1,,4,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about lipid metabolism. More specifically, the paper covered one of the three mechanisms patented. Therefore, it is deemed as a partial ppp.",0,0,,1
812,2037875766,US-9803976,high resolution guided wave tomography,0,0,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about tomography. More specifically, the paper devloped high resolution thickness measurement, and the patent used this to build a tube thickness measure tomographer. Therefore, it is deemed as a partial ppp.",0,0,,1
813,2037883542,US-9982000,discovery of 5 amino n 1h pyrazol 4 yl pyrazolo 1 5 a pyrimidine 3 carboxamide inhibitors of irak4,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
814,2038192151,US-5688665,look at china,,,,,,,,No paper can be found under this name.,1,,,
815,2038236305,US-5351248,stability of a free electron laser spectrum in the continuous beam limit,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about electon free lasers.
3) Similar titles and abstracts.",0,0,,2
816,2038302173,US-7289189,p 73 a method of generating full color lcd using birefringent filters in a stacked design,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about birefringent filter-based color generation scheme.
3) Similar titles and abstracts.",0,0,,2
817,2038450222,US-6824892,time resolved photoluminescence study of poly p phenylenevinylene derivative polymers,0,0,1,1,,0,0,"1) Other information matched.
2) The paper was about photoluminescence device while the patent was about electroluminescence device. No clear link could be found.",0,0,,0
818,2038895523,CN-102702329-B,structural mimicry of canonical conformations in antibody hypervariable loops using cyclic peptides containing a heterochiral diproline template,1,,1,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about template-fixed Beta-hairpin loop mimics synthesis.",0,0,,2
819,2039749384,US-9501614,hierarchical multiscale modeling of macromolecules and their assemblies,1,,2,1,,1,3,"1) All the information matched.
2) The paper was about multiscale modelling of large molecules, while the patent used this to develop a computer-aided vaccine method. Therefore, it is deemed as a partial ppp.",0,0,,1
820,2040295064,US-7056504,direct evidence for a predominantly exolytic processive mechanism for depolymerization of heparin like glycosaminoglycans by heparinase i,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about the mechanism of heparinase I while the patent was about where they designed heparinase derived from heparinase I and heparinase II. No clear link could be found.",0,0,,0
821,2040491893,US-7951780,effects of fk228 a novel histone deacetylase inhibitor on tumor growth and expression of p21 and c myc genes in vivo,1,,3,1,,1,2,"1) All the information matched.
2) The paper was about an antitumor inhibitor called FK228, where the patent used to build a antitumor agent. However, the paper was where the discuss the effect og FK228,not where they made FK 228. Therefore, it is not deemed as a partial ppp.
3) Full ppp coverage of FK228 would be: US4977138 and Experimental Cell Research, US (1998), vol. 241, pp. 126-133.",0,0,,0
822,2040635172,US-5514340,positive selection of human blood cells using improved high gradient magnetic separation filters,0,0,4,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about magnetic filters. However, the paper was about how to magnetically select human blood while the patent was about a device that seperates magnetically labelled cells. No clear link could be found.",0,0,,0
823,2041196683,US-10258498,the novel hydroxylamine derivative ng 094 suppresses polyglutamine protein toxicity in caenorhabditis elegans,1,,1,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about heat-shock proteins. However, the paper was about HSP inducers while the patent was about regulators. No clear link could be found.",0,0,,0
824,2041220757,US-6728131,measurements of critical current diffraction patterns in annular josephson junctions,0,0,2,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about Josephson junctions. However, the paper was about measurements of critical-current diffraction patterns while the patent was about fluxon injection into annular Josephson junctions. No clear link could be found.",0,0,,0
825,2041268334,US-4032477,kinetic studies in bile acid micelles,0,1,2,1,,0,0,"1) All the information matched.
2) The paper was about kinetic studies in bile acid micelles while the patent was about enhancing the electron yield during photoionization of a sensibilizer. No clear link could be found.",0,0,,0
826,2041297422,US-8724848,astrometry net blind astrometric calibration of arbitrary astronomical images,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about astronomy calibration while the patent was about locating targeted objects. No clear link could be found.",0,0,,0
827,2041348286,US-10775519,low dose performance of wafer scale cmos based x ray detectors,1,,3,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about CMOS-based X-rays, the paper was about its efficiency under low dose while the patent was about the imaging systems and the sensor manufacturing method. No strong link could be found.",0,0,,0
828,2041545464,US-10752909,receptor mediated oral delivery of a bioencapsulated green fluorescent protein expressed in transgenic chloroplasts into the mouse circulatory system,0,1,2,1,,1,2,"1) All the information matched.
2) Although Both the paper and the patent were about oral drug delivery of plant proteins, the paper was about CTB-GFP while the patent was about CTB-pins. No strong link could be found.",0,0,,0
